Name,Pos,half_ppr,full_ppr
Michael Carter,RB,-10,-8
Roschon Johnson,RB,-11,-8
Will Shipley,RB,-11,-8
Christopher Brooks,RB,-11,-9
DJ Giddens,RB,-12,-9
Raheem Mostert,RB,-12,-9
Tahj Brooks,RB,-11,-9
MarShawn Lloyd,RB,-13,-10
Zamir White,RB,-13,-10
Dylan Laube,RB,-14,-11
Kalel Mullings,RB,-13,-11
Malik Davis,RB,-13,-11
Tyler Goodson,RB,-13,-11
Julius Chestnut,RB,-14,-12
Raheim Sanders,RB,-16,-13
Trevor Etienne,RB,-16,-13
Jaleel McLaughlin,RB,-17,-14
Ty Chandler,RB,-18,-14
Cam Akers,RB,-18,-15
Damien Martinez,RB,-18,-15
Ameer Abdullah,RB,-18,-16
Donovan Edwards,RB,-19,-16
Eric Gray,RB,-19,-16
Puka Nacua,WR,100,100
Jaxon Smith-Njigba,WR,87,84
Amon-Ra St. Brown,WR,74,75
Ja'Marr Chase,WR,78,75
Justin Jefferson,WR,69,68
CeeDee Lamb,WR,67,67
Davante Adams,WR,56,56
Drake London,WR,45,44
Nico Collins,WR,44,43
Emeka Egbuka,WR,42,42
A.J. Brown,WR,43,41
Rashee Rice,WR,39,40
DeVonta Smith,WR,35,35
Garrett Wilson,WR,32,33
Zay Flowers,WR,32,30
D.K. Metcalf,WR,32,29
Jaylen Waddle,WR,30,29
Ladd McConkey,WR,29,29
Tee Higgins,WR,30,29
George Pickens,WR,28,27
Chris Olave,WR,25,25
Michael Pittman Jr.,WR,24,25
Rome Odunze,WR,27,25
Jordan Addison,WR,25,23
Tetairoa McMillan,WR,25,23
Marvin Harrison Jr.,WR,25,22
Courtland Sutton,WR,24,21
Deebo Samuel,WR,22,21
Keenan Allen,WR,19,20
Xavier Worthy,WR,21,20
D.J. Moore,WR,20,19
Khalil Shakir,WR,18,19
Quentin Johnston,WR,21,19
Romeo Doubs,WR,20,19
Stefon Diggs,WR,18,18
Brian Thomas Jr.,WR,18,17
Jameson Williams,WR,22,17
Ricky Pearsall,WR,16,15
Jauan Jennings,WR,14,13
Terry McLaurin,WR,15,13
Troy Franklin,WR,15,13
Wan'Dale Robinson,WR,9,13
Christian Watson,WR,16,12
Jakobi Meyers,WR,11,11
Parker Washington,WR,12,11
Rashid Shaheed,WR,11,11
Chris Godwin,WR,9,10
Josh Downs,WR,10,10
Darnell Mooney,WR,10,9
Alec Pierce,WR,11,8
Tre Tucker,WR,11,8
Tory Horton,WR,9,7
Keon Coleman,WR,8,6
Matthew Golden,WR,6,3
Kayshon Boutte,WR,4,2
Chimere Dike,WR,2,1
Jerry Jeudy,WR,2,1
Calvin Austin III,WR,0,0
Calvin Ridley,WR,0,0
Elic Ayomanor,WR,0,0
Russell Gage,WR,0,0
Tez Johnson,WR,0,0
Christian Kirk,WR,-1,-1
Darius Slayton,WR,1,-1
Rashod Bateman,WR,2,-1
Cedric Tillman,WR,-1,-2
Cooper Kupp,WR,-2,-2
Jalen Coker,WR,-1,-2
Mike Evans,WR,0,-2
Jayden Reed,WR,-1,-3
Sterling Shepard,WR,-3,-3
Jayden Higgins,WR,-3,-4
Travis Hunter,WR,-2,-4
Brandon Aiyuk,WR,-2,-5
Demario Douglas,WR,-6,-5
Jaylin Noel,WR,-3,-5
Malik Washington,WR,-6,-5
Luther Burden III,WR,-5,-6
Marquise Brown,WR,-7,-7
Marvin Mims Jr.,WR,-5,-7
Kyle Williams,WR,-6,-9
Isaiah Bond,WR,-8,-10
Kendrick Bourne,WR,-8,-10
Tre Harris,WR,-8,-10
Xavier Legette,WR,-8,-10
Joshua Palmer,WR,-10,-11
Pat Bryant,WR,-9,-11
Jordan Whittington,WR,-10,-12
Michael Wilson,WR,-13,-14
Chris Moore,WR,-13,-15
Dyami Brown,WR,-14,-15
DeAndre Hopkins,WR,-14,-16
Isaac TeSlaa,WR,-13,-16
Jack Bech,WR,-15,-16
KaVontae Turpin,WR,-14,-17
JuJu Smith-Schuster,WR,-18,-18
Dontayvion Wicks,WR,-19,-21
Jalen Nailor,WR,-19,-21
Jaylin Lane,WR,-20,-21
Olamide Zaccheaus,WR,-19,-21
Andrei Iosivas,WR,-19,-22
Josh Reynolds,WR,-20,-22
Nick Westbrook-Ikhine,WR,-22,-24
Xavier Hutchinson,WR,-24,-25
Van Jefferson,WR,-25,-26
Devaughn Vele,WR,-27,-27
Dont'e Thornton Jr.,WR,-25,-27
Ryan Flournoy,WR,-26,-27
Jalen McMillan,WR,-26,-28
Mack Hollins,WR,-26,-28
Tutu Atwell,WR,-28,-28
Roman Wilson,WR,-28,-30
Jalin Hyatt,WR,-29,-31
Jamari Thrash,WR,-30,-31
Elijah Moore,WR,-31,-32
Tyler Johnson,WR,-31,-32
Arian Smith,WR,-31,-34
Kalif Raymond,WR,-33,-34
Zay Jones,WR,-33,-34
Noah Brown,WR,-34,-35
Brandin Cooks,WR,-36,-37
Gabriel Davis,WR,-34,-37
Ray-Ray McCloud,WR,-36,-37
Greg Dortch,WR,-38,-38
Jahan Dotson,WR,-37,-38
Jalen Tolbert,WR,-36,-38
Tyler Lockett,WR,-37,-38
Adam Thielen,WR,-38,-39
Curtis Samuel,WR,-38,-39
Jermaine Burton,WR,-36,-39
Kameron Johnson,WR,-37,-39
Savion Williams,WR,-37,-40
Adonai Mitchell,WR,-39,-41
Marquez Valdes-Scantling,WR,-40,-42
Tyquan Thornton,WR,-39,-42
Jimmy Horn Jr.,WR,-42,-43
Allen Lazard,WR,-41,-44
Beaux Collins,WR,-43,-44
Devontez Walker,WR,-41,-44
Jake Bobo,WR,-41,-44
Jalen Royals,WR,-43,-44
John Metchie,WR,-43,-44
Mason Tipton,WR,-41,-44
Demarcus Robinson,WR,-43,-45
KeAndre Lambert-Smith,WR,-42,-45
Justin Watson,WR,-43,-46
Cedrick Wilson,WR,-45,-47
Ricky White,WR,-46,-47
Bo Melton,WR,-47,-49
Jonathan Mingo,WR,-47,-49
Malik Heath,WR,-47,-49
Jordan Watkins,WR,-48,-50
Ashton Dulin,WR,-49,-51
Tim Patrick,WR,-49,-51
Derius Davis,WR,-50,-52
Ryan Miller,WR,-49,-52
Dominic Lovett,WR,-52,-53
Kaden Prather,WR,-51,-53
Michael Woods II,WR,-52,-53
Casey Washington,WR,-52,-54
KhaDarel Hodge,WR,-53,-54
Kobe Hudson,WR,-53,-54
Konata Mumpfield,WR,-51,-54
Jalen Brooks,WR,-55,-56
DJ Turner,WR,-56,-57
Tyler Scott,WR,-56,-57
Hunter Renfrow,WR,-57,-59
Antwane Wells Jr.,WR,-59,-61
Skyy Moore,WR,-59,-62
Austin Trammell,WR,-61,-63
Treylon Burks,WR,-61,-63
David Sills V,WR,-61,-64
Tai Felton,WR,-62,-64
Xavier Smith,WR,-61,-64
Cody White,WR,-62,-65
Brock Bowers,TE,44,44
Trey McBride,TE,40,42
Tyler Warren,TE,34,33
George Kittle,TE,26,24
Sam LaPorta,TE,25,23
Jake Ferguson,TE,20,21
Dalton Kincaid,TE,22,19
Dallas Goedert,TE,16,16
Kyle Pitts,TE,17,16
Oronde Gadsden II,TE,19,16
Travis Kelce,TE,6,7
Colston Loveland,TE,7,5
Harold Fannin Jr.,TE,7,5
Luke Musgrave,TE,5,5
Mark Andrews,TE,9,5
Mason Taylor,TE,6,5
David Njoku,TE,4,4
Theo Johnson,TE,5,4
Dalton Schultz,TE,4,3
T.J. Hockenson,TE,4,3
Zach Ertz,TE,3,3
Cade Otton,TE,3,1
Juwan Johnson,TE,2,1
Hunter Henry,TE,1,0
Isaiah Likely,TE,3,0
Brenton Strange,TE,-5,-5
Evan Engram,TE,-8,-7
Pat Freiermuth,TE,-11,-12
Noah Fant,TE,-14,-16
Chigoziem Okonkwo,TE,-15,-17
Gunnar Helm,TE,-17,-19
AJ Barner,TE,-20,-21
Jonnu Smith,TE,-19,-21
Michael Mayer,TE,-20,-22
Tyler Higbee,TE,-20,-22
Darren Waller,TE,-21,-23
Ja'Tavion Sanders,TE,-21,-23
Elijah Arroyo,TE,-21,-24
Taysom Hill,TE,-16,-24
Cole Kmet,TE,-24,-26
Hunter Long,TE,-26,-28
Terrance Ferguson,TE,-26,-28
Daniel Bellinger,TE,-30,-31
Davis Allen,TE,-29,-31
Mike Gesicki,TE,-30,-32
Tommy Tremble,TE,-29,-32
Darnell Washington,TE,-32,-34
Noah Gray,TE,-35,-38
Dawson Knox,TE,-36,-39
Austin Hooper,TE,-37,-40
Elijah Higgins,TE,-38,-40
Josh Oliver,TE,-40,-42
Brock Wright,TE,-43,-46
Foster Moreau,TE,-42,-46
Jake Tonges,TE,-44,-46
Greg Dulcich,TE,-45,-48
Harrison Bryant,TE,-45,-48
Luke Schoonmaker,TE,-48,-50
Grant Calcaterra,TE,-48,-52
Will Dissly,TE,-49,-52
Drew Sample,TE,-51,-54
Jeremy Ruckert,TE,-52,-55
Johnny Mundt,TE,-52,-55
Ben Sinnott,TE,-53,-56
Charlie Kolar,TE,-52,-56
Colby Parkinson,TE,-53,-56
Jackson Hawes,TE,-52,-56
Kylen Granson,TE,-54,-56
Tyler Conklin,TE,-53,-56
Adam Trautman,TE,-53,-57
Jake Briningstool,TE,-55,-57
Cade Stover,TE,-55,-58
Tanner Conner,TE,-55,-58
Devin Culp,TE,-56,-59
Julian Hill,TE,-57,-59
Tanner McLachlan,TE,-56,-59
Charlie Woerner,TE,-57,-60
Jared Wiley,TE,-58,-60
Mo Alie-Cox,TE,-57,-60
Nate Adkins,TE,-56,-60
Payne Durham,TE,-58,-60
John Bates,TE,-58,-61
Josh Whyle,TE,-58,-61
Mitchell Evans,TE,-59,-61
Andrew Ogletree,TE,-58,-62
Will Mallory,TE,-57,-62
Brevyn Spann-Ford,TE,-59,-63
Moliki Matavao,TE,-59,-63
Thomas Fidone II,TE,-61,-64
Connor Heyward,TE,-61,-65
Durham Smythe,TE,-62,-65
Gavin Bartholomew,TE,-61,-65
Robbie Ouzts,TE,-62,-65
John FitzPatrick,TE,-68,-72
Joshua Simon,TE,-68,-72
Luke Lachey,TE,-68,-72
